LlegadaPerritosTristes|LlegadaGaticosTristes|BanioPerritoTriste|BanioGaticoTriste|LlegadaUrgencias|PagoEfectivo|PagoElectronico|Consultorio
4.243507072631603|14.0095496330215|21.351498338091684|11.237659109434997|5.067248523403483|1.1111135490735466|0.4174135120384993|5.719475278574859
15.720928479203664|0.8798188845213114|24.173619174640077|14.799066867131556|81.59477794190403|1.121665755804906|0.6205390869638725|5.1159565523701325
18.486243488473036|4.579464936890909|8.005757879715206|12.114135136524679|15.835009065875203|1.288469991348138|0.528562129243827|6.866326800972428
10.39925592118577|3.9926495280692342|21.23283202508654|14.909725987425428|7.415453899243454|1.1913759489183682|2.2434591032049105|4.610753023256156
1.5251568014382555|17.70233821148401|22.372999051089117|13.025743019921538|9.000346412687831|1.071996775853015|1.084459674375883|8.748340327292528
0.952246244434701|13.34913763540905|18.1948429195457|5.133171279471892|2.6961413483753356|1.1567001987809595|1.8479676702778447|6.0276116586636395
0.22953289459291784|15.681101775741144|12.790386523044642|5.498873917580999|25.641541331896185|0.7416347111825521|8.33087857878624|8.184862802566526
1.2279459561170933|8.083112971723372|20.172446062838382|6.314535208865815|14.284271656375703|0.8494958812886876|0.1355411423478995|6.642947142029531
12.501503690440492|17.80929621270672|9.603902187513683|6.622818931217795|30.263153177628244|1.5610029429671464|0.09718792621470967|7.979669359273796
0.3702939073180236|7.5807216238357595|12.096073553341633|8.78427096361194|12.386851442096724|0.7356925976143888|4.664016976346681|7.02917436893451
1.4192759171715341|3.7764947994725637|10.990725232107362|11.286538903576936|55.01523237009502|1.0313936795373484|2.8062653045164105|6.337516970887553
5.676237347226696|3.170807497937914|10.956810689757503|7.78819991346226|15.332018110896811|1.0656145888621784|1.2835996267323357|6.882686283191334
0.07797299258339657|4.845788444771988|20.63427242533205|14.134997410865855|8.58600551182149|1.1803118256678868|2.682221070292205|9.813683029564247
3.6127816040267104|7.589367503044567|10.696085999294901|14.60517106966966|0.044064067951964526|1.0842351072580942|0.16831942259595684|7.14004847514519
15.986888686154987|2.884354777909657|8.767277713650957|5.0559626577664885|31.440344459314183|1.0453876417035664|0.4620665420092921|6.007762548527739
4.8330895222212655|27.231032354354035|11.678792263035012|5.260468311397432|30.475624660981083|1.4990194246245554|10.498577459342382|8.535572109280528
3.827019011155388|1.1461162191758179|11.358116604009071|11.384950635305756|19.747456477173234|1.0833741764505145|9.76864182915397|8.312582376565397
4.860719651877232|3.5056522532955467|7.529256134921269|5.4477214862809085|12.820538628718886|0.9731186567015847|0.0650261775660142|5.524311170598184
0.987122643902919|15.493686512868202|23.97568360369222|11.659074135055802|1.0058332857099481|1.0350994164424057|0.33615303663711144|6.518368844040127
2.50455207878902|16.482081174684122|8.438843404349928|13.126923316375843|8.926243375608998|0.7908638530040302|1.4296471562665582|5.3355760714339135
